Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Air temperature [C],Process temperature [C],failure_type
0.0,0.3847497089639115,0.2623626373626374,0.6798418972332015,0,0.38043478260869623,0.40740740740740744,5
1.0,0.37485448195576254,0.30357142857142855,0.6877470355731224,0,0.3913043478260838,0.40740740740740744,5
0.0,0.20663562281722936,0.47802197802197804,0.6996047430830039,0,0.4021739130434776,0.41975308641975584,5
0.0,0.13154831199068684,0.5673076923076923,0.7075098814229248,0,0.4021739130434776,0.41975308641975584,5
1.0,0.29743888242142025,0.34203296703296704,0.7154150197628458,0,0.3913043478260838,0.39506172839505904,5
2.0,0.17345750873108268,0.5535714285714285,0.7272727272727272,0,0.38043478260869623,0.39506172839505904,5
0.0,0.20896391152502913,0.39285714285714285,0.7470355731225296,0,0.38043478260869623,0.39506172839505904,5
0.0,0.14086146682188594,0.8502747252747253,0.7549407114624506,1,0.3913043478260838,0.40740740740740744,2
1.0,0.440046565774156,0.25824175824175827,0.7628458498023715,0,0.3913043478260838,0.40740740740740744,5
0.0,0.16530849825378346,0.5728021978021978,0.7747035573122529,0,0.3913043478260838,0.41975308641975584,5
0.0,0.11699650756693836,0.5576923076923076,0.7826086956521738,0,0.3913043478260838,0.41975308641975584,5
0.0,0.24679860302677536,0.4285714285714286,0.7905138339920948,0,0.4021739130434776,0.41975308641975584,5
0.0,0.25203725261932486,0.3914835164835165,0.7984189723320158,0,0.3913043478260838,0.40740740740740744,5
0.0,0.1228172293364378,0.5892857142857143,0.8063241106719367,0,0.38043478260869623,0.39506172839505904,5
0.0,0.17054714784633296,0.6057692307692307,0.8142292490118577,0,0.38043478260869623,0.39506172839505904,5
0.0,0.1670547147846333,0.5151098901098901,0.8221343873517786,1,0.38043478260869623,0.39506172839505904,4
0.0,0.13387660069848661,0.6552197802197802,0.0,0,0.38043478260869623,0.39506172839505904,5
0.0,0.1362048894062864,0.46840659340659335,0.007905138339920948,0,0.38043478260869623,0.39506172839505904,5
2.0,0.16123399301513397,0.6332417582417582,0.015810276679841896,0,0.38043478260869623,0.38271604938271775,5
0.0,0.1641443538998837,0.6002747252747253,0.035573122529644265,0,0.3913043478260838,0.39506172839505904,5
0.0,0.1658905704307334,0.5082417582417581,0.043478260869565216,0,0.3913043478260838,0.39506172839505904,5
0.0,0.1752037252619325,0.4986263736263737,0.05138339920948616,0,0.4021739130434776,0.40740740740740744,5
0.0,0.14784633294528526,0.6016483516483516,0.05928853754940711,0,0.3913043478260838,0.39506172839505904,5
1.0,0.370197904540163,0.315934065934066,0.06719367588932806,0,0.4021739130434776,0.40740740740740744,5
2.0,0.15599534342258448,0.5508241758241758,0.07905138339920947,0,0.4021739130434776,0.40740740740740744,5
0.0,0.21885913853317818,0.38461538461538464,0.09881422924901186,0,0.4021739130434776,0.40740740740740744,5
1.0,0.14610011641443543,0.5686813186813187,0.1067193675889328,0,0.4021739130434776,0.40740740740740744,5
1.0,0.1856810244470315,0.49038461538461536,0.11857707509881422,0,0.3913043478260838,0.39506172839505904,5
0.0,0.340512223515716,0.30219780219780223,0.13043478260869565,0,0.3913043478260838,0.39506172839505904,5
0.0,0.38533178114086153,0.2898351648351648,0.13833992094861658,0,0.3913043478260838,0.39506172839505904,5
1.0,0.32537834691501744,0.3200549450549451,0.14624505928853754,0,0.3913043478260838,0.39506172839505904,5
0.0,0.1641443538998837,0.5384615384615384,0.15810276679841895,0,0.4130434782608714,0.40740740740740744,5
0.0,0.26426076833527357,0.385989010989011,0.1660079051383399,0,0.4021739130434776,0.39506172839505904,5
1.0,0.10651920838183937,0.6648351648351648,0.17391304347826086,0,0.4021739130434776,0.40740740740740744,5
1.0,0.23690337601862632,0.43269230769230765,0.18577075098814227,0,0.4021739130434776,0.40740740740740744,5
1.0,0.33876600698486625,0.3585164835164835,0.1976284584980237,0,0.3913043478260838,0.39506172839505904,5
0.0,0.21012805587892902,0.396978021978022,0.20948616600790512,0,0.3913043478260838,0.38271604938271775,5
0.0,0.20663562281722936,0.5576923076923076,0.21739130434782608,0,0.38043478260869623,0.38271604938271775,5
0.0,0.3981373690337603,0.29120879120879123,0.225296442687747,0,0.38043478260869623,0.39506172839505904,5
0.0,0.47904540162980214,0.23214285714285715,0.23320158102766797,0,0.38043478260869623,0.38271604938271775,5
0.0,0.22526193247962756,0.5054945054945055,0.24110671936758893,0,0.38043478260869623,0.38271604938271775,5
1.0,0.1589057043073342,0.5041208791208791,0.24901185770750986,0,0.38043478260869623,0.38271604938271775,5
0.0,0.1641443538998837,0.5439560439560439,0.2608695652173913,0,0.38043478260869623,0.37037037037036935,5
0.0,0.24621653084982542,0.37500000000000006,0.26877470355731226,0,0.38043478260869623,0.37037037037036935,5
0.0,0.16123399301513397,0.6140109890109889,0.27667984189723316,0,0.38043478260869623,0.37037037037036935,5
1.0,0.19150174621653093,0.5906593406593406,0.2845849802371541,0,0.38043478260869623,0.38271604938271775,5
2.0,0.26367869615832373,0.396978021978022,0.2964426877470355,0,0.3913043478260838,0.38271604938271775,5
0.0,0.2351571594877765,0.41620879120879123,0.3162055335968379,0,0.3913043478260838,0.37037037037036935,5
0.0,0.40977881257275917,0.2568681318681319,0.32411067193675885,0,0.38043478260869623,0.35802469135802717,5
2.0,0.19266589057043082,0.5453296703296703,0.3320158102766798,0,0.36956521739130244,0.35802469135802717,5
1.0,0.19208381839348088,0.49038461538461536,0.3517786561264822,0,0.38043478260869623,0.37037037037036935,5
1.0,0.18509895227008155,0.5233516483516483,0.3636363636363636,0,0.38043478260869623,0.35802469135802717,5
0.0,0.2980209545983702,0.3516483516483516,0.37549407114624506,0,0.38043478260869623,0.35802469135802717,5
0.0,0.15308498253783476,0.5755494505494505,0.38339920948616596,0,0.38043478260869623,0.35802469135802717,5
0.0,0.23050058207217705,0.41620879120879123,0.3913043478260869,0,0.3913043478260838,0.37037037037036935,5
0.0,0.25087310826542497,0.4010989010989011,0.3992094861660079,0,0.38043478260869623,0.35802469135802717,5
1.0,0.31373690337601867,0.3337912087912088,0.40711462450592883,0,0.38043478260869623,0.35802469135802717,5
0.0,0.17403958090803262,0.5068681318681318,0.41897233201581024,0,0.36956521739130244,0.34567901234567877,5
0.0,0.15424912689173464,0.5618131868131868,0.4268774703557312,0,0.3913043478260838,0.37037037037036935,5
0.0,0.2270081490104774,0.5137362637362637,0.43478260869565216,0,0.3913043478260838,0.37037037037036935,5
0.0,0.08265424912689179,0.6442307692307693,0.4426877470355731,0,0.4021739130434776,0.38271604938271775,5
0.0,0.22002328288707806,0.5439560439560439,0.450592885375494,0,0.3913043478260838,0.37037037037036935,5
0.0,0.32537834691501744,0.3516483516483516,0.458498023715415,0,0.3913043478260838,0.37037037037036935,5
0.0,0.22817229336437728,0.39010989010989017,0.46640316205533594,0,0.3913043478260838,0.35802469135802717,5
0.0,0.09371362048894072,0.7788461538461537,0.4743083003952569,0,0.4021739130434776,0.35802469135802717,5
0.0,0.14260768335273577,0.5865384615384615,0.48221343873517786,0,0.3913043478260838,0.35802469135802717,5
0.0,0.24388824214202565,0.47802197802197804,0.49011857707509876,0,0.4021739130434776,0.35802469135802717,5
0.0,0.22759022118742733,0.4189560439560439,0.4980237154150197,0,0.3913043478260838,0.34567901234567877,5
0.0,0.17753201396973228,0.5123626373626373,0.5059288537549407,0,0.38043478260869623,0.3333333333333304,5
0.0,0.3311990686845169,0.3282967032967033,0.5138339920948616,0,0.38043478260869623,0.3333333333333304,5
1.0,0.1589057043073342,0.5412087912087912,0.5217391304347826,0,0.36956521739130244,0.3333333333333304,5
1.0,0.1525029103608848,0.6291208791208791,0.533596837944664,0,0.36956521739130244,0.3333333333333304,5
0.0,0.11699650756693836,0.6758241758241758,0.5454545454545454,0,0.38043478260869623,0.3333333333333304,5
1.0,0.31606519208381845,0.3392857142857143,0.5533596837944663,0,0.38043478260869623,0.34567901234567877,5
2.0,0.14668218859138538,0.5755494505494505,0.5652173913043478,0,0.36956521739130244,0.34567901234567877,5
0.0,0.07508731082654252,0.7074175824175823,0.5849802371541502,0,0.36956521739130244,0.35802469135802717,5
2.0,0.16356228172293374,0.6263736263736263,0.592885375494071,0,0.38043478260869623,0.35802469135802717,5
0.0,0.05820721769499426,0.7142857142857142,0.6126482213438734,0,0.38043478260869623,0.35802469135802717,5
0.0,0.19965075669383003,0.4436813186813187,0.6205533596837944,0,0.38043478260869623,0.35802469135802717,5
0.0,0.21885913853317818,0.4313186813186814,0.6284584980237153,0,0.36956521739130244,0.34567901234567877,5
1.0,0.35506402793946445,0.33516483516483514,0.6363636363636364,0,0.35869565217391486,0.3333333333333304,5
2.0,0.1391152502910361,0.6414835164835164,0.6482213438735177,0,0.35869565217391486,0.3333333333333304,5
1.0,0.12980209545983712,0.5302197802197801,0.6679841897233201,0,0.35869565217391486,0.3333333333333304,5
0.0,0.20081490104772992,0.4093406593406594,0.6798418972332015,0,0.34782608695652106,0.3333333333333304,5
2.0,0.25844004656577424,0.4436813186813187,0.6877470355731224,0,0.34782608695652106,0.3333333333333304,5
0.0,0.2019790454016298,0.4986263736263737,0.7075098814229248,0,0.33695652173912727,0.3333333333333304,5
1.0,0.1228172293364378,0.6071428571428571,0.7154150197628458,0,0.3260869565217397,0.3209876543209891,5
0.0,0.17753201396973228,0.49587912087912084,0.7272727272727272,0,0.33695652173912727,0.3209876543209891,5
0.0,0.14784633294528526,0.5343406593406593,0.7351778656126482,0,0.33695652173912727,0.3209876543209891,5
1.0,0.17171129220023285,0.46428571428571436,0.7430830039525691,0,0.33695652173912727,0.3086419753086407,5
1.0,0.24214202561117582,0.510989010989011,0.7549407114624506,0,0.33695652173912727,0.3086419753086407,5
0.0,0.3969732246798604,0.3186813186813187,0.7667984189723319,0,0.33695652173912727,0.3086419753086407,5
0.0,0.20954598370197908,0.4450549450549451,0.7747035573122529,0,0.33695652173912727,0.3086419753086407,5
2.0,0.47671711292200236,0.21978021978021983,0.7826086956521738,0,0.33695652173912727,0.3086419753086407,5
1.0,0.19033760186263105,0.5796703296703296,0.8023715415019762,0,0.33695652173912727,0.2962962962962994,5
2.0,0.180442374854482,0.5453296703296703,0.8142292490118577,0,0.33695652173912727,0.3086419753086407,5
1.0,0.19266589057043082,0.4972527472527473,0.83399209486166,0,0.33695652173912727,0.3086419753086407,5
0.0,0.1763678696158324,0.5934065934065934,0.8458498023715414,0,0.33695652173912727,0.3086419753086407,5
0.0,0.06635622817229336,0.7815934065934066,0.8537549407114624,1,0.33695652173912727,0.3086419753086407,1
0.0,0.14202561117578583,0.6662087912087912,0.8616600790513833,1,0.3260869565217397,0.2962962962962994,1
0.0,0.2433061699650757,0.43543956043956045,0.0,0,0.3260869565217397,0.2962962962962994,5
1.0,0.17462165308498256,0.5494505494505494,0.007905138339920948,0,0.33695652173912727,0.3086419753086407,5
1.0,0.15832363213038425,0.5467032967032966,0.01976284584980237,0,0.34782608695652106,0.3209876543209891,5
0.0,0.3288707799767171,0.30494505494505497,0.03162055335968379,0,0.34782608695652106,0.3333333333333304,5
2.0,0.25844004656577424,0.39560439560439564,0.03952569169960474,0,0.33695652173912727,0.3086419753086407,5
2.0,0.16880093131548313,0.5370879120879121,0.05928853754940711,0,0.33695652173912727,0.3209876543209891,5
0.0,0.15424912689173464,0.8035714285714285,0.07905138339920947,1,0.33695652173912727,0.3209876543209891,2
0.0,0.08731082654249134,0.7596153846153846,0.08695652173913043,0,0.33695652173912727,0.3209876543209891,5
1.0,0.25727590221187435,0.4285714285714286,0.09486166007905138,0,0.33695652173912727,0.3086419753086407,5
0.0,0.1711292200232829,0.6456043956043955,0.1067193675889328,0,0.3152173913043459,0.2962962962962994,5
1.0,0.440046565774156,0.23351648351648352,0.11462450592885375,0,0.3043478260869583,0.283950617283951,5
1.0,0.24621653084982542,0.41071428571428575,0.12648221343873517,0,0.3152173913043459,0.283950617283951,5
0.0,0.08032596041909201,0.7486263736263735,0.13833992094861658,0,0.3152173913043459,0.2962962962962994,5
0.0,0.12456344586728763,0.5453296703296703,0.14624505928853754,0,0.3152173913043459,0.2962962962962994,5
0.0,0.2619324796274739,0.4244505494505495,0.1541501976284585,0,0.3152173913043459,0.2962962962962994,5
0.0,0.4772991850989524,0.24175824175824173,0.16205533596837943,0,0.3152173913043459,0.3086419753086407,5
0.0,0.15599534342258448,0.6373626373626373,0.16996047430830039,0,0.3152173913043459,0.3086419753086407,5
0.0,0.07916181606519213,0.6318681318681317,0.17786561264822134,0,0.3152173913043459,0.3209876543209891,5
0.0,0.17869615832363217,0.6332417582417582,0.18577075098814227,0,0.3152173913043459,0.3209876543209891,5
2.0,0.38183934807916187,0.2802197802197802,0.19367588932806323,0,0.3152173913043459,0.3209876543209891,5
1.0,0.10128055878928988,0.6085164835164835,0.2134387351778656,0,0.3043478260869583,0.3086419753086407,5
0.0,0.1845168800931316,0.5068681318681318,0.225296442687747,0,0.3043478260869583,0.3086419753086407,5
0.0,0.29045401629802103,0.36813186813186816,0.23320158102766797,0,0.3152173913043459,0.3086419753086407,5
0.0,0.1618160651920839,0.47252747252747257,0.24110671936758893,0,0.3152173913043459,0.3086419753086407,5
0.0,0.0774155995343423,0.7170329670329669,0.24901185770750986,0,0.3043478260869583,0.3209876543209891,5
0.0,0.1228172293364378,0.5398351648351648,0.2569169960474308,0,0.3152173913043459,0.3333333333333304,5
0.0,0.2549476135040746,0.4093406593406594,0.26482213438735175,0,0.3260869565217397,0.34567901234567877,5
1.0,0.21594877764842846,0.5439560439560439,0.2727272727272727,0,0.3260869565217397,0.3333333333333304,5
0.0,0.17986030267753206,0.6332417582417582,0.2845849802371541,0,0.3152173913043459,0.3333333333333304,5
0.0,0.2898719441210711,0.42307692307692313,0.2924901185770751,0,0.3152173913043459,0.3333333333333304,5
2.0,0.13387660069848661,0.6593406593406592,0.30039525691699603,0,0.3152173913043459,0.3333333333333304,5
2.0,0.2968568102444704,0.42307692307692313,0.3201581027667984,0,0.3152173913043459,0.3333333333333304,5
1.0,0.878928987194412,0.09478021978021976,0.33992094861660077,1,0.3152173913043459,0.34567901234567877,2
0.0,0.1658905704307334,0.5370879120879121,0.3517786561264822,0,0.3260869565217397,0.34567901234567877,5
2.0,0.1536670547147847,0.6277472527472527,0.35968379446640314,0,0.3260869565217397,0.35802469135802717,5
1.0,0.20896391152502913,0.5096153846153846,0.3794466403162055,0,0.33695652173912727,0.35802469135802717,5
0.0,0.2444703143189756,0.4285714285714286,0.3913043478260869,0,0.33695652173912727,0.37037037037036935,5
0.0,0.15424912689173464,0.5947802197802198,0.3992094861660079,0,0.33695652173912727,0.35802469135802717,5
0.0,0.2566938300349244,0.4285714285714286,0.40711462450592883,0,0.33695652173912727,0.35802469135802717,5
0.0,0.23690337601862632,0.5137362637362637,0.4150197628458498,0,0.3260869565217397,0.34567901234567877,5
1.0,0.2724097788125728,0.43818681318681324,0.4229249011857707,0,0.33695652173912727,0.34567901234567877,5
0.0,0.18742724097788133,0.46840659340659335,0.43478260869565216,0,0.33695652173912727,0.34567901234567877,5
0.0,0.33352735739231665,0.3983516483516483,0.4426877470355731,0,0.33695652173912727,0.34567901234567877,5
1.0,0.10244470314318976,0.6758241758241758,0.450592885375494,0,0.34782608695652106,0.35802469135802717,5
0.0,0.2566938300349244,0.43269230769230765,0.4624505928853755,0,0.34782608695652106,0.37037037037036935,5
1.0,0.14726426076833532,0.7815934065934066,0.4703557312252964,1,0.33695652173912727,0.37037037037036935,2
0.0,0.24621653084982542,0.4519230769230769,0.48221343873517786,0,0.33695652173912727,0.35802469135802717,5
0.0,0.17986030267753206,0.5521978021978021,0.49011857707509876,0,0.33695652173912727,0.35802469135802717,5
0.0,0.20663562281722936,0.4436813186813187,0.4980237154150197,0,0.33695652173912727,0.37037037037036935,5
0.0,0.23690337601862632,0.41346153846153844,0.5059288537549407,0,0.34782608695652106,0.37037037037036935,5
2.0,0.10244470314318976,0.6744505494505494,0.5138339920948616,0,0.33695652173912727,0.37037037037036935,5
0.0,0.1268917345750874,0.5645604395604394,0.533596837944664,0,0.33695652173912727,0.37037037037036935,5
1.0,0.24505238649592553,0.4574175824175824,0.541501976284585,0,0.3260869565217397,0.35802469135802717,5
0.0,0.22118742724097795,0.5013736263736263,0.5533596837944663,0,0.3260869565217397,0.35802469135802717,5
0.0,0.19266589057043082,0.4739010989010988,0.5612648221343873,0,0.3260869565217397,0.35802469135802717,5
0.0,0.2887077997671712,0.3818681318681319,0.5691699604743082,0,0.3260869565217397,0.34567901234567877,5
0.0,0.16239813736903386,0.4711538461538462,0.5770750988142292,0,0.3260869565217397,0.35802469135802717,5
1.0,0.1548311990686846,0.5824175824175825,0.5849802371541502,0,0.3260869565217397,0.34567901234567877,5
0.0,0.1443538998835856,0.6717032967032966,0.5968379446640316,0,0.3260869565217397,0.34567901234567877,5
2.0,0.3835855646100116,0.2815934065934066,0.6047430830039525,0,0.33695652173912727,0.34567901234567877,5
0.0,0.07916181606519213,0.5659340659340659,0.6245059288537549,0,0.33695652173912727,0.35802469135802717,5
0.0,0.23341094295692666,0.42032967032967034,0.6324110671936758,0,0.33695652173912727,0.35802469135802717,5
0.0,0.24214202561117582,0.3502747252747253,0.6403162055335968,0,0.3260869565217397,0.35802469135802717,5
0.0,0.11292200232828875,0.6868131868131867,0.6482213438735177,0,0.3260869565217397,0.34567901234567877,5
0.0,0.09371362048894072,0.6236263736263736,0.6561264822134387,0,0.3260869565217397,0.3333333333333304,5
0.0,0.21594877764842846,0.4436813186813187,0.6640316205533596,0,0.3260869565217397,0.34567901234567877,5
1.0,0.26833527357392317,0.4574175824175824,0.6719367588932806,0,0.3260869565217397,0.34567901234567877,5
0.0,0.21536670547147851,0.39010989010989017,0.683794466403162,0,0.3260869565217397,0.34567901234567877,5
0.0,0.2339930151338766,0.4258241758241758,0.691699604743083,0,0.3260869565217397,0.35802469135802717,5
0.0,0.13969732246798605,0.5398351648351648,0.6996047430830039,0,0.3260869565217397,0.3333333333333304,5
0.0,0.14901047729918515,0.6016483516483516,0.7075098814229248,0,0.3152173913043459,0.3333333333333304,5
0.0,0.20023282887077998,0.4271978021978022,0.7154150197628458,0,0.3152173913043459,0.3333333333333304,5
0.0,0.180442374854482,0.5370879120879121,0.7233201581027667,0,0.3152173913043459,0.3333333333333304,5
1.0,0.2980209545983702,0.41071428571428575,0.7312252964426877,0,0.3043478260869583,0.3209876543209891,5
0.0,0.19033760186263105,0.4793956043956044,0.7430830039525691,0,0.3043478260869583,0.3209876543209891,5
1.0,0.22351571594877773,0.45054945054945056,0.7509881422924901,0,0.2934782608695645,0.2962962962962994,5
0.0,0.130966239813737,0.6387362637362637,0.7628458498023715,0,0.2826086956521707,0.2962962962962994,5
0.0,0.2578579743888243,0.36813186813186816,0.7707509881422925,0,0.2934782608695645,0.3086419753086407,5
1.0,0.09953434225844005,0.6565934065934066,0.7786561264822134,0,0.2934782608695645,0.2962962962962994,5
0.0,0.3544819557625146,0.2815934065934066,0.7905138339920948,0,0.2934782608695645,0.2962962962962994,5
0.0,0.10477299185098954,0.7554945054945054,0.7984189723320158,1,0.2934782608695645,0.3086419753086407,1
0.0,0.15948777648428414,0.5535714285714285,0.8063241106719367,0,0.2934782608695645,0.3086419753086407,5
1.0,0.13213038416763678,0.6222527472527473,0.8142292490118577,0,0.2934782608695645,0.3086419753086407,5
1.0,0.2671711292200233,0.3791208791208791,0.826086956521739,0,0.2826086956521707,0.2962962962962994,5
0.0,0.24272409778812576,0.40796703296703296,0.8379446640316205,0,0.2826086956521707,0.2962962962962994,5
0.0,0.1752037252619325,0.5728021978021978,0.8458498023715414,0,0.2934782608695645,0.3086419753086407,5
0.0,0.11292200232828875,0.7280219780219779,0.8537549407114624,1,0.2934782608695645,0.3209876543209891,1
0.0,0.13795110593713622,0.7197802197802198,0.8616600790513833,1,0.2934782608695645,0.3209876543209891,1
0.0,0.2875436554132713,0.396978021978022,0.0,0,0.2934782608695645,0.3209876543209891,5
1.0,0.17345750873108268,0.532967032967033,0.007905138339920948,0,0.2934782608695645,0.3086419753086407,5
0.0,0.2630966239813738,0.43956043956043955,0.01976284584980237,0,0.2934782608695645,0.3086419753086407,5
0.0,0.11001164144353903,0.6098901098901098,0.02766798418972332,0,0.2934782608695645,0.3086419753086407,5
0.0,0.20139697322467986,0.46840659340659335,0.035573122529644265,0,0.2934782608695645,0.3086419753086407,5
0.0,0.18684516880093138,0.5027472527472526,0.043478260869565216,0,0.2934782608695645,0.3086419753086407,5
0.0,0.0948777648428406,0.8131868131868132,0.05138339920948616,0,0.3043478260869583,0.3209876543209891,5
0.0,0.26018626309662407,0.35302197802197804,0.05928853754940711,0,0.2934782608695645,0.283950617283951,5
0.0,0.18277066356228178,0.46840659340659335,0.06719367588932806,0,0.3043478260869583,0.3086419753086407,5
1.0,0.14668218859138538,0.8255494505494505,0.07509881422924901,1,0.3043478260869583,0.3086419753086407,2
1.0,0.20605355064027941,0.6222527472527473,0.08695652173913043,0,0.3152173913043459,0.3209876543209891,5
0.0,0.28288707799767177,0.38873626373626374,0.09881422924901186,0,0.3043478260869583,0.3086419753086407,5
1.0,0.33061699650756704,0.315934065934066,0.1067193675889328,0,0.3043478260869583,0.3086419753086407,5
